会员卡号,积分兑换次数,总精英积分,总基本积分,年平均基本积分,BEGIN_TO_FIRST,总累计积分
3143,0,0,27216,3402,59,27216
8365,0,0,21363,2670.375,8,21363
13314,0,295,25509,3188.625,7,25804
52368,0,1510,25324,5064.8,7,26834
56598,4,0,22106,2763.25,80,22819
1747,0,0,15075,2153.571429,43,15075
34864,2,0,22175,2771.875,8,26579
2148,2,0,23165,2895.625,10,34879
21572,0,0,23602,2950.25,1,23602
21904,0,0,21177,2647.125,93,21177
35489,10,0,22818,2852.25,9,22818
29717,0,0,21123,2640.375,13,22623
35569,0,0,23042,2880.25,2,23042
14127,0,0,23769,2971.125,75,23769
54444,0,0,23494,2936.75,67,44979
51290,1,0,21589,2698.625,3,21589
51851,0,0,24178,3454,22,24178
17722,13,0,24203,3025.375,70,24203
58714,0,0,21190,2648.75,41,21190
29727,3,0,16370,2046.25,7,17870
62276,1,0,22626,2828.25,15,22626
49666,1,0,24887,3110.875,53,24887
41889,1,0,24869,3108.625,19,25369
13500,1,0,27314,3414.25,0,29096
46143,0,0,19792,2474,2,19792
20452,2,0,26956,3369.5,4,29148
45525,0,193,20623,4124.6,9,22395
26820,0,0,24447,3055.875,37,24447
2769,0,1472,22367,2795.875,10,38949
47801,0,0,27658,3457.25,22,27658
3502,0,1575,28201,3525.125,3,31776
55644,0,0,24902,3112.75,169,24902
32797,1,395,28062,3507.75,0,30254
36960,1,0,20766,2595.75,54,20766
50676,0,0,31028,3878.5,76,31028
6936,0,0,13956,2326,1,14956
41163,0,0,13956,1744.5,82,13956
22677,0,0,24875,3109.375,2,24875
46887,1,0,24955,3565,28,32400
60505,0,0,22804,2850.5,4,22804
17695,0,0,22973,2871.625,74,22973
59312,0,0,29892,3736.5,0,31884
58453,3,1842,22287,2785.875,150,25309
30314,0,0,21270,2658.75,0,21270
12945,0,0,24478,3059.75,115,24478
2099,0,0,20851,2606.375,2,27351
29393,0,1213,23087,2885.875,6,24300
22248,0,0,22803,2850.375,85,22803
56423,0,0,24997,3124.625,506,24997
38729,2,0,23892,2986.5,43,23892
15987,0,0,16690,2781.666667,0,16690
27321,0,0,23044,2880.5,161,31929
4521,1,0,21987,2748.375,72,21987
49107,0,92,20292,2536.5,10,20384
8406,0,0,19769,2471.125,211,21029
46715,2,0,23561,2945.125,0,23561
19178,1,0,24525,3065.625,4,24525
53751,0,0,23110,2888.75,35,23110
49919,0,0,27640,3455,28,31624
42140,0,0,23912,2989,2,23912
13080,0,0,24900,3112.5,24,25286
35191,0,0,24861,4972.2,42,24861
53253,0,0,25197,3149.625,0,25197
57522,0,0,23303,2912.875,2,23520
38204,0,0,23418,2927.25,67,54306
21375,0,0,16833,2404.714286,0,16833
5276,0,0,24121,3015.125,72,24121
13463,0,0,21612,2701.5,341,21612
21439,1,0,18017,2252.125,23,18727
41396,0,0,20458,2557.25,16,20458
18178,2,0,21962,2745.25,3,30356
50205,0,0,20607,2575.875,72,20607
44876,5,0,23957,2994.625,44,24370
7832,3,0,17141,2142.625,11,17141
43216,0,1395,26818,5363.6,5,28213
36419,1,0,20219,2888.428571,9,24301
41188,0,0,23727,2965.875,0,24615
57198,0,0,14967,1870.875,10,14967
34386,0,0,26577,5315.4,0,26577
33369,0,0,16466,2058.25,1,16466
49611,0,0,22403,2800.375,17,45425
56148,0,661,21507,2688.375,23,22168
10389,0,0,23157,2894.625,9,28003
19105,1,0,27164,3395.5,183,27664
42684,2,0,28083,3510.375,0,32777
59180,1,0,24292,3036.5,5,26592
55163,0,0,22737,2842.125,36,22737
26251,0,0,19960,2495,120,19960
50732,0,0,24891,3111.375,358,25391
8943,1,0,16445,2055.625,26,17945
47890,0,0,27979,3497.375,1,34979
10126,0,0,22526,2815.75,3,22526
41384,0,0,21625,2703.125,122,21625
8433,0,0,22027,2753.375,37,22027
14716,0,0,22643,2830.375,49,22643
34861,0,0,20697,2587.125,46,20697
26819,2,0,22430,2803.75,92,22430
8574,0,0,14180,1772.5,95,14196
42025,2,0,26607,3325.875,14,26607
40505,1,1347,24621,3077.625,11,25968
2633,0,75,22528,2816,171,22603
21490,4,0,22655,2831.875,12,22655
41282,0,0,18608,2326,406,18608
59037,0,0,23009,2876.125,104,23009
56293,0,0,23995,2999.375,176,23995
56882,0,0,21652,2706.5,8,21652
53881,3,0,25763,3220.375,112,25763
42905,0,0,24039,3434.142857,7,24039
8709,0,0,22450,2806.25,77,22450
30623,0,0,19704,2463,18,19704
29367,0,128,23575,2946.875,85,23703
42365,0,0,20179,2522.375,0,20179
45947,0,0,19030,2378.75,319,19030
62202,1,0,21591,2698.875,1,22091
996,2,794,25146,3143.25,141,25940
15706,0,1335,22687,3241,19,48022
29071,0,0,17577,2197.125,14,18077
400,1,0,20536,2933.714286,55,26353
9387,1,0,25296,3613.714286,95,46594
183,0,0,20793,2599.125,14,25758
36590,1,0,22901,2862.625,16,22901
18923,1,0,18203,2275.375,18,18203
39241,0,0,23949,2993.625,23,23949
8962,1,0,21145,2643.125,27,21637
39089,1,0,24183,3022.875,170,24183
16632,0,0,24003,3000.375,25,24003
62385,2,0,20598,2574.75,6,20598
38359,0,0,23588,2948.5,12,23588
9192,0,0,21920,2740,19,30483
47199,4,0,23339,2917.375,3,23339
19239,0,0,23688,2961,378,23688
59908,0,0,23508,2938.5,93,23508
34638,0,0,23428,2928.5,8,23428
32004,0,0,28473,3559.125,323,28473
11490,0,0,22917,2864.625,22,22917
14376,0,2932,23476,2934.5,51,26408
57985,0,0,23660,2957.5,10,23660
55036,2,0,24532,3066.5,69,24532
8904,2,0,23145,2893.125,138,23564
42631,0,0,20904,2613,4,20904
45941,0,0,18544,2318,79,18544
30763,0,0,20761,2595.125,60,20761
23471,2,0,20432,2554,109,20432
8246,0,346,22847,2855.875,4,23193
6881,0,0,20214,3369,11,20214
25343,0,0,28179,4696.5,178,28179
31923,2,0,24470,3058.75,38,25003
12259,0,0,25567,3195.875,289,25567
39502,0,0,22268,2783.5,36,22268
50521,0,532,21656,2707,423,22496
49896,0,0,25358,3169.75,95,25358
1897,0,0,21751,3625.166667,59,21751
24453,1,0,24208,3026,0,24208
14227,0,0,18608,2326,27,20108
58777,0,0,20936,2617,325,20936
1154,0,0,19800,2475,115,19800
48634,2,347,23873,2984.125,41,24220
14092,0,0,25704,3213,149,25704
33522,0,0,22639,2829.875,0,26029
28344,0,0,18361,2295.125,19,18361
24998,0,0,25818,3227.25,131,26404
38313,0,1057,22352,2794,243,25873
36538,0,0,24547,3068.375,20,24547
16556,0,0,27199,5439.8,0,27199
58097,0,0,14995,1874.375,70,14995
622,1,0,27556,3444.5,19,29956
2975,1,762,22874,2859.25,3,24562
25239,0,0,24738,4123,0,25626
32228,0,0,21214,2651.75,0,21712
60079,0,0,26432,3304,40,26432
39243,2,0,19901,2487.625,35,23359
28147,6,0,27889,3486.125,321,42889
33816,0,2597,27780,3968.571429,46,30377
30039,0,0,25955,3244.375,17,26843
36596,0,0,20569,2571.125,45,20569
31155,0,0,19865,2483.125,23,20173
17654,1,0,24549,3068.625,9,24549
19041,0,0,22030,2753.75,170,22030
23727,0,0,16276,2034.5,35,16276
8229,0,0,23996,2999.5,68,25496
47639,2,0,21462,2682.75,0,21962
20172,0,0,14618,1827.25,279,14618
59919,0,0,18377,2297.125,19,18377
19849,0,0,19804,2475.5,3,19804
13353,0,0,21779,2722.375,0,30604
7057,0,0,25614,4269,0,27390
38270,5,0,25849,3231.125,25,36642
28762,0,0,30878,3859.75,10,30878
15842,0,0,18209,2601.285714,1,18209
54364,0,0,20836,2604.5,0,37750
23220,0,114,25596,3199.5,8,28769
40558,3,0,18570,2321.25,2,18570
47806,3,0,21796,2724.5,41,23296
22573,0,0,23986,2998.25,69,26650
29269,3,0,18177,2272.125,37,18177
16339,0,0,23312,4662.4,18,23312
13198,1,0,21337,2667.125,63,21337
7813,1,0,22780,2847.5,25,22780
12664,0,1957,27974,3496.75,45,29931
2159,1,0,18860,2357.5,67,27312
8542,0,0,24520,3065,19,47028
15998,0,796,18721,3120.166667,121,19517
37648,0,0,20494,2561.75,10,20494
3331,2,0,24463,3057.875,23,38042
34358,0,0,21797,4359.4,31,21797
1240,2,0,22849,2856.125,73,22849
56511,4,0,22568,2821,12,26781
48168,0,0,24840,3105,387,24840
35536,8,0,23000,2875,19,23000
11975,0,0,19222,2402.75,23,19222
22897,0,0,25494,3186.75,211,25494
31768,0,0,25494,3186.75,211,25494
62663,0,0,23772,2971.5,68,25772
7653,2,0,21431,2678.875,71,28142
25979,0,0,18146,2268.25,21,42435
31128,0,206,26697,3337.125,124,31407
21472,1,0,20551,2568.875,4,22976
55581,6,286,23536,2942,61,61708
55597,0,0,23728,2966,3,23728
49520,0,0,25423,3177.875,156,25423
54894,0,0,20210,2526.25,5,22394
59456,0,0,18434,2304.25,4,18434
38593,0,0,23970,2996.25,4,24315
46738,0,0,18055,2256.875,8,18055
49939,0,0,22878,2859.75,3,24224
2319,0,4675,19744,2468,18,25333
60400,0,0,18035,2254.375,0,18035
2747,0,0,23796,2974.5,4,23796
48367,1,0,15155,1894.375,19,15155
57560,0,0,20898,2612.25,10,20898
45809,0,0,23366,2920.75,17,23366
8566,3,258,21999,2749.875,40,23857
41996,0,0,26675,3334.375,15,26675
20288,2,0,18483,2310.375,16,18483
47574,0,0,23699,2962.375,74,24499
62542,1,0,20438,2554.75,13,20438
20343,0,0,19077,2384.625,6,19077
46468,0,0,30470,3808.75,62,30470
53599,0,1719,19179,2397.375,64,20898
40074,1,0,24582,3072.75,18,24582
6463,0,300,21615,2701.875,63,22415
54848,0,0,23584,2948,28,24584
51964,2,0,25344,3620.571429,0,25344
54830,2,2019,18902,2362.75,359,20921
630,3,0,18996,2374.5,123,18996
26958,0,0,20394,2549.25,12,20394
787,0,0,21334,2666.75,17,21734
13814,0,0,29832,3729,588,29832
47232,0,0,22369,2796.125,7,22369
26554,0,0,16824,2103,12,16824
40515,0,0,21997,2749.625,12,22797
7756,0,0,24854,3106.75,41,24854
26668,2,0,20874,2609.25,98,22374
32936,0,0,21008,2626,0,21008
33906,0,0,24648,3521.142857,33,24648
26878,1,0,20865,2608.125,10,20865
43189,1,0,19891,3315.166667,0,19891
30804,0,0,26791,3348.875,53,26791
50816,0,1270,23367,2920.875,88,24637
14356,3,0,21962,2745.25,3,22762
40726,0,0,19656,2457,85,19656
15431,0,0,21243,2655.375,25,24815
47158,4,4151,19219,2402.375,1,23370
21928,0,436,25483,3185.375,107,25919
34346,0,0,19296,3859.2,6,19506
57715,0,0,22206,2775.75,11,59202
53693,3,0,22268,2783.5,53,22268
32169,0,847,20402,2550.25,17,22296
49440,3,0,23231,2903.875,11,23231
8486,5,0,22166,2770.75,2,22166
14466,0,0,31274,4467.714286,0,31274
57867,0,0,30742,3842.75,332,30742
22973,1,0,22580,2822.5,98,22580
22559,0,0,13431,2238.5,1,13431
43132,1,0,16950,2825,1,28099
40295,4,347,22887,2860.875,14,23234
11532,0,0,24623,3077.875,141,24623
41802,0,895,22264,2783,25,23259
8597,0,423,20596,2574.5,12,21590
48453,0,0,24448,3056,34,24448
11830,0,0,21317,2664.625,12,21317
27235,3,821,21404,2675.5,94,34547
62368,0,0,25000,3125,151,25000
48244,1,0,22481,2810.125,12,22481
4800,1,0,23164,2895.5,126,23164
41787,0,1851,24857,3107.125,296,26708
24131,1,0,24539,4089.833333,0,24539
23014,0,0,19303,2412.875,14,19303
51321,0,0,18844,2355.5,1,18844
60293,0,0,20447,2555.875,0,20447
18825,0,0,15184,1898,440,15184
28691,0,0,19714,2464.25,18,19714
18222,1,0,23837,2979.625,9,45849
23938,0,0,21657,2707.125,28,21657
59165,0,0,21002,2625.25,151,21160
17066,0,0,23922,2990.25,0,23922
1115,0,0,24464,3058,0,32530
1140,0,0,13956,1744.5,70,13956
17716,5,0,22898,2862.25,15,24595
29936,2,0,25770,3221.25,9,31332
35765,3,0,22317,2789.625,50,22817
57513,0,0,21973,2746.625,15,22427
12092,0,0,28023,3502.875,30,28023
20200,1,0,21450,2681.25,3,23973
17663,0,0,18806,2350.75,44,18806
44330,0,0,17747,2218.375,18,17747
6385,0,0,19574,2446.75,0,19574
43867,1,0,20321,2540.125,46,20321
47779,0,0,24932,3116.5,6,26224
20217,2,2094,20008,2501,1,54939
17767,1,0,23466,2933.25,142,23466
4337,0,0,25114,3139.25,20,25114
36792,0,0,20942,2617.75,11,22442
55433,0,0,19613,2451.625,28,19613
41153,1,0,24483,3060.375,45,24483
13305,2,0,21566,2695.75,1,21566
24968,0,0,21123,3017.571429,0,21123
10049,3,0,20253,2531.625,54,20253
16049,0,0,23638,3376.857143,0,23638
2837,0,0,30478,3809.75,83,30478
14869,0,0,23064,2883,17,23064
34685,4,0,20696,2587,32,20696
61377,0,963,23430,4686,0,24393
34311,1,1810,21103,4220.6,7,23713
17971,2,0,20313,2539.125,35,20313
633,0,0,21279,2659.875,23,21279
18116,0,0,17730,2216.25,31,17730
27962,0,0,23440,2930,9,23440
21741,2,0,23532,2941.5,45,41898
12584,0,0,14914,1864.25,174,14914
18783,0,0,25416,3177,12,83416
57148,0,0,21310,2663.75,24,29377
29077,0,0,22441,2805.125,145,24301
56626,0,0,22244,2780.5,97,22244
31910,0,0,23842,2980.25,145,23842
47440,2,0,26395,3299.375,2,26465
44413,2,0,22228,2778.5,26,23199
45143,0,0,25394,3174.25,33,25394
8292,0,0,19425,2428.125,13,19925
25673,1,735,21984,4396.8,0,24503
28530,0,0,30708,3838.5,564,30708
29030,0,0,22499,2812.375,198,26499
20444,2,0,22456,2807,13,35007
4514,4,0,23495,2936.875,29,40295
32307,0,0,22315,2789.375,16,22315
56135,0,0,17747,2218.375,23,17747
40661,2,0,23412,2926.5,13,23412
5379,0,0,15658,2609.666667,0,17306
15935,0,1489,25398,4233,0,26887
31744,0,0,24508,3063.5,1,24508
2032,0,0,28638,3579.75,502,33076
23542,0,0,20771,2596.375,24,20771
7751,2,0,23151,2893.875,2,23151
16732,3,0,24657,3082.125,8,24657
18912,5,0,19843,2480.375,68,50951
50207,0,0,22021,2752.625,26,22021
44799,3,0,20492,2561.5,55,20492
56014,0,369,22061,4412.2,0,22430
11343,0,0,23646,2955.75,16,23646
36749,0,0,18963,2370.375,57,19457
38468,0,0,21751,2718.875,87,22511
47162,2,0,21086,2635.75,81,21086
61553,0,0,18939,2367.375,0,18939
6824,0,0,19910,2844.285714,0,19910
34620,0,0,23581,2947.625,81,23581
46567,0,0,18298,2287.25,72,18513
53852,1,0,19346,2418.25,77,19346
62920,0,0,20995,2624.375,4,24509
6372,0,0,20813,2601.625,39,20813
527,1,0,24682,3085.25,370,32596
38093,3,0,24913,3114.125,3,26413
26830,0,816,21496,2687,15,22312
16669,1,0,21004,2625.5,7,21004
36855,1,0,21275,2659.375,3,21275
38704,0,0,22557,2819.625,1,23057
7432,0,0,26503,5300.6,0,38095
51758,0,0,21529,3075.571429,6,22529
7617,0,0,24663,3082.875,11,24663
2404,1,0,19609,2451.125,139,41682
48045,2,0,22775,2846.875,30,23175
59055,0,0,24237,3029.625,71,24237
2781,0,0,22123,2765.375,45,22123
42993,0,0,18818,2688.285714,0,19534
37080,0,0,25927,3240.875,19,25927
56282,0,0,22522,2815.25,22,22522
50916,0,0,25429,3632.714286,223,27004
61998,0,0,21729,2716.125,7,21729
35343,0,0,21496,2687,36,23467
193,0,0,22393,2799.125,4,43056
16213,0,433,22225,3704.166667,0,22658
38938,0,0,21819,2727.375,45,21819
62629,4,0,21111,2638.875,5,24111
26129,0,0,20679,4135.8,8,20679
43897,0,0,20602,2575.25,3,20602
60857,0,0,17676,2525.142857,40,17676
40143,0,0,20112,2514,32,20112
55230,5,0,20773,2596.625,46,28773
23186,0,0,21845,2730.625,35,22645
62829,0,0,23714,2964.25,11,23714
39852,0,0,27193,3399.125,82,27193
49650,1,0,24166,3020.75,78,24166
17477,0,0,22921,2865.125,32,22921
39408,0,0,18332,2291.5,1,18332
59227,0,0,24996,3124.5,11,24996
39989,0,347,22425,3737.5,0,22772
61772,0,0,18552,2319,3,18552
17640,0,0,21666,2708.25,2,21666
776,1,0,15279,1909.875,17,15279
47315,1,0,27678,3459.75,9,31500
7539,3,0,17384,2173,8,17384
61,0,0,19918,2489.75,22,23329
44014,0,0,24224,3028,1,24224
44788,0,0,19390,2423.75,11,19543
18151,0,0,19907,2488.375,102,21022
48875,0,0,17713,2214.125,47,31231
23110,1,0,23219,2902.375,3,23219
31701,1,0,26273,3284.125,9,27471
9613,0,0,21928,2741,3,21928
50000,1,0,23492,2936.5,8,23492
30832,0,0,20776,2597,25,20776
2184,0,0,18793,2349.125,125,18793
39574,0,0,22897,2862.125,179,27591
37840,0,0,19717,3286.166667,24,19920
26282,0,0,22639,2829.875,45,23165
7489,0,0,19930,3321.666667,99,19930
37328,2,0,24775,3096.875,58,33009
39893,3,0,23632,2954,7,35767
50275,0,0,12948,1618.5,0,12948
59311,0,0,15938,1992.25,142,17432
26882,0,0,23222,2902.75,14,23222
14487,0,0,14995,1874.375,267,14995
49469,0,0,22357,2794.625,38,22357
35838,2,0,20571,2571.375,100,20571
29171,1,0,19004,2375.5,17,20504
39505,1,760,21971,2746.375,10,24731
26722,1,0,19854,2481.75,86,21059
49032,2,0,23106,2888.25,14,23106
20255,0,0,22525,2815.625,44,22525
49230,0,145,18740,2342.5,5,21445
37517,1,0,17952,2244,6,29124
12948,0,0,17352,2169,37,17352
57191,1,0,18371,2296.375,3,18371
19088,0,0,24595,3074.375,11,24595
33281,0,0,22571,2821.375,49,26220
47740,0,0,24686,3085.75,48,24686
4741,3,0,22088,2761,22,22088
3755,0,1652,23058,2882.25,138,24710
4019,0,0,16011,2001.375,221,16011
16137,0,0,21380,3563.333333,0,21380
44825,0,0,21881,2735.125,0,21881
16464,0,276,18098,2585.428571,66,18374
10018,1,0,22582,2822.75,80,22582
4731,0,0,18436,2304.5,143,18736
14493,3,0,23161,2895.125,4,36559
29206,3,0,22165,2770.625,134,22165
15298,0,0,23337,2917.125,1,23337
49793,0,0,22109,2763.625,2,22109
59853,1,0,22118,2764.75,142,22118
29960,2,0,22138,2767.25,14,22810
61206,0,2126,25374,5074.8,48,27500
55817,0,0,19593,2449.125,172,19593
55215,0,0,22784,2848,0,22784
31894,0,0,17169,2146.125,55,17849
15010,5,2001,20031,2503.875,20,70138
44579,2,1556,23657,2957.125,17,44254
13815,4,0,20583,2572.875,16,21083
3037,0,0,20611,2576.375,11,20611
59233,0,0,21032,2629,157,21032
1246,0,96,25233,3154.125,39,25329
56804,2,0,19728,2466,61,19728
13035,1,0,19795,2827.857143,59,19795
3771,2,0,22758,2844.75,13,22758
38638,0,0,23054,2881.75,67,23271
10387,1,0,24189,3023.625,2,24189
2998,0,0,23411,2926.375,68,23411
22984,0,0,29312,3664,241,35788
7122,0,1337,22629,4525.8,97,25772
10342,2,0,21433,2679.125,51,22933
4530,0,0,24469,3058.625,13,24469
17426,0,0,18859,2357.375,106,18859
3223,3,0,21466,2683.25,78,22734
62774,0,0,22948,2868.5,24,22948
11463,0,0,22671,2833.875,16,22888
286,0,0,24016,3002,66,26502
44138,0,0,23413,3902.166667,1,23413
3491,0,0,23076,2884.5,54,23076
18990,1,0,18198,2274.75,54,29770
55841,0,0,22714,3244.857143,0,22714
20445,1,0,25546,3193.25,22,25546
39703,4,1039,24627,3078.375,12,25666
32624,0,390,18449,2306.125,16,22581
35678,1,0,21203,2650.375,29,21203
30217,0,0,18318,2289.75,40,18318
32718,0,474,24189,3023.625,12,24663
837,0,0,24543,3067.875,56,24543
25936,0,0,28125,3515.625,46,30117
23705,0,0,18890,2361.25,0,18890
12661,0,0,15383,1922.875,207,16845
56297,0,0,20069,2508.625,25,20069
27007,0,0,23727,2965.875,460,23727
55061,2,0,25055,3131.875,244,25055
45875,0,1086,21589,2698.625,19,22675
15347,0,0,21212,2651.5,11,21212
1001,0,0,16484,2060.5,225,16484
24899,0,0,23058,3843,0,23058
41405,0,0,19444,2430.5,15,19444
4869,0,0,23238,2904.75,78,23238
29093,3,0,22774,2846.75,31,32009
56613,0,0,24566,3070.75,58,24566
19216,0,0,21664,2708,15,21664
51039,0,354,23736,2967,0,24090
17324,0,908,24667,3523.857143,0,25575
30919,0,0,18608,2326,77,18608
55888,0,0,13956,1993.714286,196,17956
47161,1,0,23545,2943.125,24,23545
31706,0,0,20879,2609.875,125,20879
61541,1,0,24289,3036.125,36,24510
61850,1,0,15791,1973.875,29,15791
56929,3,179,20710,2588.75,172,29636
17283,2,0,26087,3260.875,3,26087
31757,0,0,21898,2737.25,58,21898
23908,2,0,20891,2611.375,0,20891
44512,0,0,19990,2498.75,113,21961
1211,1,0,20482,2560.25,6,22146
43995,0,0,21341,2667.625,31,21341
12682,0,0,22032,2754,18,22032
58862,0,0,22270,2783.75,3,22270
35786,0,0,21767,2720.875,69,21767
57371,0,0,17584,2198,2,17584
52988,0,0,17666,2208.25,91,17666
2356,0,0,22204,2775.5,11,22204
21251,0,0,22221,2777.625,20,22221
36541,2,0,23040,2880,2,23040
62564,1,0,18830,2353.75,146,18830
25806,0,0,23066,2883.25,2,24566
19441,0,0,19282,2410.25,8,19282
53544,0,0,22513,2814.125,110,22513
42848,0,0,27890,4648.333333,47,27890
26466,0,0,21398,2674.75,8,21398
17035,0,0,23302,2912.75,70,23302
23304,1,0,21085,2635.625,5,23722
12572,0,0,23581,2947.625,11,23581
28354,3,0,21656,2707,5,21656
54859,0,0,24021,3002.625,56,24021
11129,1,0,19236,2404.5,33,21036
19821,0,0,25256,3157,28,28056
33585,0,0,21736,3105.142857,0,23707
8686,0,0,20391,2548.875,86,20391
37521,1,0,25366,3170.75,41,27666
39774,1,0,23418,2927.25,43,23418
8350,0,0,20008,2501,43,20008
8102,1,1085,26572,5314.4,94,28657
1097,4,890,22814,2851.75,17,27716
1202,0,0,20475,2559.375,79,20475
6132,0,0,16168,2021,25,16168
17636,1,0,18599,2324.875,6,18599
26966,0,0,21593,2699.125,45,21593
44966,1,0,24721,3090.125,9,30834
43621,0,728,24705,3088.125,26,27433
20296,0,0,28420,3552.5,5,34807
54948,0,1470,21594,2699.25,5,23064
60053,0,0,19168,2396,94,19168
52725,0,0,23950,2993.75,20,23950
21285,0,0,21635,2704.375,0,28035
9241,0,0,15184,1898,597,15184
57982,0,0,25970,3246.25,55,25970
46527,2,2213,22148,2768.5,325,24361
41473,0,0,14834,2119.142857,0,15658
53757,2,0,21488,2686,29,22988
53640,2,0,25049,3131.125,71,25550
18676,3,0,26796,3349.5,55,31690
33080,0,0,22256,4451.2,0,22256
23280,3,0,27354,3419.25,248,28597
9583,0,0,20291,2536.375,83,20291
20958,1,0,20949,2618.625,111,21837
5982,0,0,13956,1744.5,162,13956
15044,0,0,13956,1744.5,162,13956
14791,0,0,18564,2320.5,34,18564
39698,1,0,21285,2660.625,32,22785
25953,0,0,21811,2726.375,48,21811
22599,0,0,23586,2948.25,11,24386
51087,0,1970,30413,3801.625,10,32383
2388,2,0,21195,2649.375,43,21195
1042,1,0,22131,2766.375,21,22131
15266,1,0,22475,2809.375,78,23975
11238,0,0,19477,2434.625,13,20117
28307,0,0,23144,2893,28,23144
6120,0,0,24421,3052.625,37,24421
11407,5,0,22409,2801.125,97,22409
45590,1,0,22028,2753.5,99,22028
61948,0,0,15041,1880.125,4,15041
39127,0,0,23587,2948.375,50,23587
53776,3,1358,21464,2683,14,22822
22385,0,0,21493,2686.625,13,21493
35370,0,0,23192,3313.142857,386,25656
44773,0,0,23189,2898.625,31,23189
11513,1,0,14036,1754.5,17,14036
19232,8,0,24447,3055.875,49,26947
48437,0,0,24891,3111.375,60,26588
54950,0,0,22538,2817.25,4,26780
17726,2,467,26736,3342,3,27203
42284,0,0,19303,2412.875,0,19803
54712,2,0,18694,2336.75,54,19022
59668,0,0,16368,2046,15,16368
58709,0,0,16046,2005.75,43,16046
20821,1,0,23617,2952.125,136,25117
61833,0,0,20314,2539.25,10,20314
43370,0,0,23373,3895.5,0,28373
43509,2,1523,24041,4808.2,17,25564
50829,0,0,20442,2920.285714,0,21702
47231,2,0,18097,2262.125,2,18097
48940,0,0,19082,2385.25,11,19082
42243,0,0,19379,2422.375,31,19687
30531,1,0,25296,3162,37,27643
19988,0,1096,17986,2997.666667,124,19082
60713,0,247,25175,3596.428571,0,25422
56992,2,0,20224,2528,5,20224
15478,0,0,18404,2300.5,53,18404
26829,0,0,23994,2999.25,112,23994
48396,0,0,21294,2661.75,93,30394
28418,0,0,25239,3154.875,45,25239
162,0,0,23407,2925.875,46,31047
14387,0,0,22771,2846.375,105,22771
30377,0,2379,23192,2899,304,25571
62352,0,0,20111,2513.875,27,20603
12058,0,0,14039,1754.875,9,14039
46631,0,0,23330,2916.25,91,23330
907,0,0,22465,2808.125,54,26741
55054,2,0,17710,2213.75,6,18038
22736,3,0,20594,2574.25,19,24391
62528,6,0,24543,3067.875,8,34883
7192,0,0,23571,4714.2,36,23571
31963,5,0,23212,2901.5,3,23212
825,0,0,30242,3780.25,114,31742
19924,1,0,30242,4320.285714,6,30242
19961,0,0,30242,5040.333333,61,30242
22613,0,0,30242,3780.25,48,30242
30981,0,0,30242,3780.25,53,30242
42870,0,0,30242,4320.285714,60,30242
49069,0,0,30242,5040.333333,0,30242
55976,0,0,30242,5040.333333,0,30242
57720,0,0,25590,3198.75,641,25590
46007,0,326,19315,2414.375,230,19641
41455,0,0,18384,2298,0,18384
6810,1,0,22756,3792.666667,0,24892
33992,0,0,17897,2982.833333,44,21047
16203,1,2509,19906,3317.666667,0,49615
48785,0,0,21945,2743.125,58,24678
18019,2,1456,24002,3000.25,13,27258
3157,1,0,23220,2902.5,25,23220
22244,0,0,19489,2436.125,117,19489
19193,0,0,23407,2925.875,6,23407
10321,0,0,19298,2412.25,51,19298
26438,1,0,19719,2464.875,82,19819
62120,0,0,24679,4935.8,137,24679
2450,0,0,19436,2429.5,24,19436
18048,1,0,23470,2933.75,454,23470
59517,1,0,15142,1892.75,41,15142
18098,0,0,20519,2564.875,16,21011
59847,0,0,22496,2812,26,22496
45563,0,0,22362,2795.25,7,22362
1947,1,0,18585,3717,57,19050
53149,0,0,21262,2657.75,55,23726
27608,2,1442,24599,3074.875,77,39264
19339,2,0,22520,2815,66,22820
60768,0,0,14805,2961,107,15259
18897,0,0,25231,3153.875,18,32616
34470,1,0,15097,2516.166667,0,15509
15355,2,0,24990,3123.75,21,26490
31065,0,572,24276,3034.5,199,25736
59238,1,872,22225,2778.125,30,23097
12621,0,0,23499,2937.375,30,26184
14998,0,0,23250,2906.25,48,24890
19090,0,0,22659,2832.375,11,27353
58075,0,0,23371,2921.375,117,23371
34928,0,0,23381,2922.625,0,23381
38792,2,0,24393,3049.125,1,24393
8930,0,0,18315,2289.375,92,18315
50462,1,0,22418,2802.25,21,43748
14524,1,0,24112,3014,42,27784
25371,1,1590,20571,3428.5,0,22161
24193,0,0,20871,2608.875,54,20871
50198,0,0,16491,2061.375,3,16491
58229,2,0,22515,2814.375,0,22515
22049,2,0,19659,2457.375,45,32107
43649,2,0,21523,2690.375,23,22023
6241,3,0,19488,2436,0,19488
44754,0,0,19226,2403.25,14,19726
20827,0,0,17650,2206.25,66,17650
22161,0,0,25407,3175.875,64,33375
22040,0,0,23090,2886.25,9,24516
49879,0,0,16426,2053.25,60,16426
45641,0,0,17926,2240.75,1,28003
14738,2,1108,24801,3100.125,3,25909
61623,1,0,18478,2309.75,1,18478
2355,0,0,20794,2599.25,102,23038
36576,0,0,20075,2509.375,14,20075
42583,0,0,23115,2889.375,0,23115
62942,0,0,15158,1894.75,13,15158
23475,2,0,24254,3031.75,1,24254
53824,0,0,21947,2743.375,404,22746
46250,2,0,25425,3178.125,10,25425
43923,0,0,23310,2913.75,18,23310
